KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
EVENT_MYSTERIOUSBUILDING_QUES_M,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_QUES_F,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_QUES_N,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW1,"{catname} sneaks up to the doorway, fearing the worst...

Inside {he} finds a shop!",,"{catname} se acerca sigilosamente a la puerta, temiéndose lo peor...

¡Dentro encuentra una tienda!","{catname} s'approche de l'entrée discrètement, redoutant le pire...

Mais à l'intérieur, {he} trouve une boutique&nbsp;!","{catname} geht auf leisen Tatzen zur Tür und fürchtet schon das Schlimmste&nbsp;…

Im Inneren findet {he} einen Shop!","{catname} varca silenziosamente la soglia, temendo il peggio...

All'interno trova un negozio!","{catname} se aproxima sorrateiramente da porta, temendo o pior...

Lá dentro há uma loja!",,,,"{catname} 做好了最坏的打算，
潜行到门口……

在里面，{he}发现了一家商店！"
EVENT_MYSTERIOUSBUILDING_REW1_M,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW1_F,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW1_N,"{catname} sneaks up to the doorway, fearing the worst...

Inside they find a shop!",,"{catname} se acerca sigilosamente a la puerta, temiéndose lo peor...

¡Dentro encuentra una tienda!",,"{catname} geht auf leisen Tatzen zur Tür und fürchtet schon das Schlimmste&nbsp;…

Im Inneren ist ein Shop!",,,,,,"{catname} 做好了最坏的打算，
潜行到门口……

在里面，它们发现了一家商店！"
EVENT_MYSTERIOUSBUILDING_REW2,"{catname} boldly runs into the ominous structure...

Inside is a rare discounted shop!",,"{catname} corre hacia la inquietante estructura con valentía...

¡Dentro hay una tienda exclusiva con descuentos!","{catname} court avec bravoure et entre dans le bâtiment inquiétant...

À l'intérieur se trouve une boutique rare d'objets en promotion&nbsp;!","{catname} rennt mutig in das bedrohliche Gebäude&nbsp;…

Im Inneren ist ein Shop voller seltener Gegenstände! Und im Angebot sind sie auch noch!","{catname} corre coraggiosamente nella struttura minacciosa...

All'interno c'è un negozio di oggetti rari scontati!","{catname} corre destemidamente para dentro da estrutura sinistra...

Lá dentro há uma loja com descontos imperdíveis!",,,,"{catname} 大胆地跑进这座不祥的建筑……

里面是一家罕见的打折商店！"
EVENT_MYSTERIOUSBUILDING_REW2_M,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW2_F,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW2_N,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW3,"{catname} thinks {he} can see something within the interior as {he} approaches the doorway.

Legs trembling, but not wanting to lose {his} nerve, {catname} ventures within...",,"Cuando se acerca a la puerta, {catname} cree ver algo en el interior del edificio.

Le tiemblan las patas, pero avanza hacia dentro tratando de no desmoronarse por los nervios.","{catname} croit voir quelque chose dedans en approchant de l'entrée.

Les jambes tremblantes, {catname} se ressaisit et s'aventure tout de même à l'intérieur...","{catname} glaubt, dass {he} etwas im Inneren ausmachen kann, als {he} sich der Tür nähert.

{His}e Schritte sind unsicher, aber die Katzen gehen trotzdem weiter&nbsp;…","{catname} pensa di riuscire a scorgere qualcosa all'interno mentre si avvicina alla soglia.

Con le zampe tremolanti, ma non volendo perdere il controllo, si avventura all'interno...","{catname} acha que consegue ver algo lá dentro enquanto se aproxima da porta.

Com as pernas tremendo, mas tentando não perder o controle, {catname} se aventura em direção ao interior...",,,,"当 {catname} 靠近门口时，
{he}觉得自己能看到里面的某些东西。

尽管腿在打颤，但为了不让自己丧失勇气，
{catname} 闯了进去……"
EVENT_MYSTERIOUSBUILDING_REW3_M,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW3_F,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW3_N,"{catname} thinks they can see something within the interior as they approach the doorway.

Legs trembling, but not wanting to lose their nerve, {catname} ventures within...",,"Cuando se acerca a la puerta, {catname} cree ver algo en el interior del edificio.

Le tiemblan las patas, pero avanza hacia dentro tratando de no desmoronarse por los nervios.",,"{catname} glaubt etwas im Inneren sehen zu können, als sich die Katzen der Tür nähern.

Ihre Schritte sind unsicher, aber sie gehen trotzdem weiter&nbsp;…",,,,,,"当它们靠近门口时，
{catname} 觉得自己能看到里面的某些东西。

尽管腿在打颤，但为了不让自己丧失勇气，
{catname} 闯了进去……"
EVENT_MYSTERIOUSBUILDING_REW4,"{catname} can't shake the feeling this was a terrible idea...

A chill goes down {catname}'s spine and {his} hair stands up on end.",,"{catname} no puede dejar de pensar que esto ha sido una pésima idea...

Tiene un escalofrío y se le ponen los pelos de punta.","{catname} n'arrive pas à se débarrasser de l'impression que c'était une très mauvaise idée...

Un frisson parcourt sa colonne vertébrale et l'ensemble de ses poils se hérissent.","{catname} kann das Gefühl nicht abschütteln, dass das eine schreckliche Idee war&nbsp;…

Ein Schauer läuft {catname} den Rücken hinunter und {his}e Härchen stellen sich auf.","{catname} non riesce a scrollarsi di dosso la sensazione che sia stata una pessima idea...

Un brivido attraversa la spina dorsale di {catname} mentre i peli si drizzano sulla sua schiena.","{catname} não consegue se livrar da sensação de que isso foi uma péssima ideia...

Um arrepio percorre sua espinha e seus pelos se eriçam.",,,,"{catname} 无法摆脱这种感觉：
这真是个糟糕的主意……

一股寒意袭向 {catname} 的脊梁，毛发根根直立。
"
EVENT_MYSTERIOUSBUILDING_REW4_M,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW4_F,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW4_N,,,,,,,,,,,
EVENT_MYSTERIOUSBUILDING_REW5,"This place is eerie enough as it is, no need to venture into ominous buildings!",,Este lugar ya es lo suficientemente escalofriante; ¡no hace falta adentrarse en edificios siniestros!,Cet endroit est assez effrayant comme ça. Pas besoin d'en rajouter avec des bâtiments inquiétants&nbsp;!,"Diese Gegend ist schon gruselig genug. Es gibt keinen Grund, auch noch bedrohliche Gebäude zu erkunden!","Questo posto è già inquietante per conto suo, non c'è bisogno di avventurarsi all'interno di minacciosi edifici!","Este lugar já é assustador o suficiente, não há necessidade de se aventurar em prédios sinistros!",,,,"这个地方已经够阴森了，
没必要再去冒险进入那些不祥的建筑！
"
EVENT_BALLOFCANCER_NAME,Ball of Cancer,,Bola de cáncer,Boule de cancer,Krebsmasse,Palla di Cancro,Bola de Câncer,,,,癌症球
EVENT_BALLOFCANCER_QUES,"A grotesque, writhing, cancerous mass of flesh lies in a heap before {catname}.

Perhaps once this thing was a creature but it has now lost any recognizable form.",,"Una masa cancerosa de carne grotesca y retorcida yace amontonada ante {catname}.

Tal vez esto fuera una criatura en algún momento, pero ya ha perdido cualquier forma reconocible.","Devant {catname}, il y a une masse de chair cancéreuse étalée.

Cette chose a peut-être un jour été une créature. Maintenant, c'est impossible à discerner.","Eine groteske, pulsierende, krebsartige Zellenmasse liegt vor {catname}.

Vielleicht war das einst eine lebendige Kreatur, doch was auch immer es einst gewesen sein mag, hat jetzt jegliche Ähnlichkeit mit einem Lebewesen verloren.","Un grottesco e contorto ammasso di carne cancerosa giace in una pila di fronte a {catname}.

Forse una volta questa cosa era una creatura, ma ormai ha perso ogni forma riconoscibile.","Uma massa grotesca, contorcida de carne cancerosa jaz amontoada diante de {catname}.

Talvez um dia essa coisa tenha sido uma criatura, mas agora já perdeu qualquer forma reconhecível.",,,,"一团令人作呕、蠕动着的癌症肉块堆在 {catname} 面前。

也许这东西曾经是个生物，
但现在它已经失去了任何可辨认的形状。
"
EVENT_BALLOFCANCER_QUES_M,,,,,,,,,,,
EVENT_BALLOFCANCER_QUES_F,,,,,,,,,,,
EVENT_BALLOFCANCER_QUES_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW1,"{catname} tries to eat from the large mass of flesh. It doesn't taste great but satisfies {him} a tad.
",,"{catname} intenta comerse la gran masa de carne. No sabe muy bien, pero llena un poco.
","{catname} essaie de manger une partie de la masse de chair. Le goût n'est pas terrible, mais elle satisfait un peu son appétit.","{catname} probiert einen Bissen der Fleischmasse. Sie ist nicht das Leckerste, was {he} je gegessen hat, aber besser als nichts.
",,"{catname} tenta comer um pedaço da grande massa de carne. Não tem um gosto dos melhores, mas satisfaz um pouco sua fome.",,,,"{catname} 试着啃食这团巨大的肉块。
味道不太好，但勉强让{him}填了填肚子。
"
EVENT_BALLOFCANCER_REW1_M,,,,,,"{catname} cerca di mangiare dal grosso ammasso di carne. Non ha un ottimo sapore, ma gli procura un minimo di soddisfazione.",,,,,
EVENT_BALLOFCANCER_REW1_F,,,,,,"{catname} cerca di mangiare dal grosso ammasso di carne. Non ha un ottimo sapore, ma le procura un minimo di soddisfazione.",,,,,
EVENT_BALLOFCANCER_REW1_N,,,,,,"{catname} cerca di mangiare dal grosso ammasso di carne. Non ha un ottimo sapore, ma ne ricava un minimo di soddisfazione.",,,,,
EVENT_BALLOFCANCER_REW2,"{catname} bites into the cancerous mass, unsure what to expect.

It tastes... odd. As {he} continues to eat from it, {catname} feels {his} body rapidly begin to mutate!",,"{catname} le da un bocado a la masa cancerosa sin saber qué esperar.

Tiene un sabor... raro. {catname} sigue comiéndosela ¡y su cuerpo empieza a mutar rápidamente!","{catname} croque dans la masse cancéreuse, sans trop savoir à quoi s'attendre.

Le goût est... bizarre. {He} continue à manger, et son corps se met très rapidement à muter&nbsp;!","{catname} beißt in die Krebsmasse, ohne zu wissen, was {him} erwartet.

Sie schmeckt&nbsp;… komisch. {He} isst weiter und spürt plötzlich, wie {he} mutiert!","{catname} morde la massa cancerosa, senza sapere cosa aspettarsi.

Ha un sapore... strano. Mentre continua a mangiare, {catname} sente che il suo corpo inizia rapidamente a mutare!","{catname} morde a massa cancerosa, sem saber o que esperar.

Tem um gosto... estranho. Enquanto continua a comer, {catname} sente seu corpo começar a sofrer mutações rapidamente!",,,,"{catname} 咬了一口癌症肉块，不知道会发生什么。

味道……很怪。随着{he}继续啃食，
{catname} 感觉到身体迅速开始突变！"
EVENT_BALLOFCANCER_REW2_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW2_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW2_N,"{catname} bites into the cancerous mass, unsure what to expect.

It tastes... odd. As they continue to eat from it, {catname} feels their body rapidly begin to mutate!",,"{catname} le da un bocado a la masa cancerosa sin saber qué esperar.

Tiene un sabor... raro. {catname} sigue comiéndosela ¡y su cuerpo empieza a mutar rápidamente!",,"{catname} beißt in die Krebsmasse, ohne zu wissen, wie es wohl schmecken mag.

Der Geschmack ist&nbsp;… komisch. {catname} isst weiter und mutiert plötzlich!",,,,,,"{catname} 咬了一口癌症肉块，不知道会发生什么。

味道……很怪。随着它继续啃食，
{catname} 感觉到它的身体迅速开始突变！
"
EVENT_BALLOFCANCER_REW3,"{catname} takes a large bite from the strange creature. It tastes pretty gross.
",,"{catname} le da un gran bocado a la extraña criatura. Tiene un sabor bastante asqueroso.
",{catname} croque allégrement dans l'étrange créature. Le goût est assez horrible.,"{catname} probiert einen großen Bissen der merkwürdigen Masse. Schmeckt ziemlich eklig.
",{catname} fa un bel boccone della strana creatura. Ha un sapore decisamente disgustoso.,{catname} dá uma grande mordida na criatura estranha. Tem um gosto bem ruim.,,,,"{catname} 从这个奇异的生物身上咬下了一大块。
味道相当恶心。"
EVENT_BALLOFCANCER_REW3_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW3_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW3_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW4,"{catname} eats part of the disgusting creature. It tastes vile and wriggles on the way down!
",,"{catname} se come parte de la repugnante criatura. Sabe fatal ¡y se retuerce mientras le baja por la garganta!
",{catname} mange un morceau de la dégoûtante créature. Il gigote dans sa gorge et son goût est ignoble&nbsp;!,"{catname} frisst einen Teil der ekligen Masse auf. Sie schmeckt widerlich und bewegt sich selbst beim Herunterschlucken noch!
","{catname} mangia dei pezzi della disgustosa creatura. Ha un sapore orribile, e si contorce mentre viene inghiottita!",{catname} come uma parte da criatura repugnante. Tem um gosto horrível e ela se contorce enquanto desce!,,,,"{catname} 吃了这个恶心生物的一部分。
味道极其难吃，
而且吞下去的时候还在喉咙里乱动！
"
EVENT_BALLOFCANCER_REW4_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW4_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW4_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW5,"{catname} leans in and kisses the strange creature...

Hard to tell, but it seems to have liked the affection.",,"{catname} se acerca a la extraña criatura y le da un beso...

Es difícil saberlo, pero parece que le ha gustado la muestra de cariño.","{catname} s'approche et embrasse l'étrange créature...

C'est difficile à dire, mais on dirait qu'elle apprécie cette preuve d'affection.","{catname} lehnt sich vor und küsst die komische Kreatur&nbsp;…

Es ist schwer zu sagen, aber es wirkt, als gefiele ihr die Geste.","{catname} si avvicina e bacia la strana creatura...

Difficile esserne certi, ma sembra che abbia gradito il gesto d'affetto.","{catname} se inclina e beija a criatura estranha...

É difícil dizer, mas parece que ela gostou do carinho.",,,,"{catname} 凑过去亲了亲这个奇异的
生物……

虽然很难说，但它似乎挺享受这种亲昵。
"
EVENT_BALLOFCANCER_REW5_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW5_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW5_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW6,"{catname} plants a large kiss on the strange creature.

It smiles in a gross but reassuring way and begins to follow {catname} around!",,"{catname} le da un gran beso a la extraña criatura.

Sonríe de forma asquerosa pero alentadora ¡y empieza a seguir a {catname}!","{catname} donne un gros baiser à l'étrange créature.

Elle sourit d'une manière dégoûtante mais rassurante et se met à suivre {catname}&nbsp;!","{catname} verpasst dem Wesen einen großen Schmatzer.

Sie verzieht das, was man als Gesichtszüge verstehen könnte, zu einem grotesken Grinsen und folgt {catname} jetzt!","{catname} piazza un bel bacio sulla strana creatura.

La creatura sorride in maniera schifosa ma rassicurante e inizia a seguire {catname}!","{catname} dá um beijo enorme na criatura estranha.

Ela sorri de um jeito grotesco, mas reconfortante, e começa a seguir {catname}!",,,,"{catname} 在这个奇异生物身上留下了一个深吻。

它露出了一个恶心但又带着安慰的微笑，
并开始跟在 {catname} 身后！"
EVENT_BALLOFCANCER_REW6_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW6_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW6_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW7,"As {catname} brings {his} face close to the mass it attacks {him}, ripping off {catname}'s mouth!",,"Cuando {catname} acerca la cara a la masa, esta ataca ¡y le arranca la boca!","Au moment où {catname} rapproche son visage de la masse, elle l'attaque et lui arrache la bouche&nbsp;!","Als {catname} sich der Masse nähert, greift sie {him} an und reißt {his}en Mund ab!","Non appena {catname} avvicina il viso alla massa, quella parte all'attacco, strappando la bocca di {catname}!","Quando {catname} aproxima seu rosto, a massa ataca e arranca sua boca!",,,,"当 {catname} 把脸贴近肉块时，它突然发动攻击，
撕掉了 {catname} 的嘴巴！"
EVENT_BALLOFCANCER_REW7_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW7_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW7_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW8,"{catname} howls in distress as the horrific creature latches on to {his} face!

The cats look on in horror as {catname} turns to them, {his} body shaking in fear...

{catname}'s mouth and eyes are gone!",,"{catname} chilla con angustia cuando la espantosa criatura se le pega a la cara.

Los gatos contemplan horrorizados como {catname} se vuelve hacia ellos, temblando de miedo...

¡Le faltan la boca y los ojos!","{catname} hurle de détresse lorsque l'horrible créature lui attrape le visage&nbsp;!

Les autres chats posent leur regard sur {him} avec horreur. {He} tremble de peur...

Ses yeux et sa bouche ne sont plus là&nbsp;!","{catname} jault vor Schmerzen auf, als die schreckliche Kreatur sich an {his}em Gesicht festbeißt!

Die anderen Katzen können nur verängstigt zusehen, wie {catname} sich ihnen zuwendet und vor Todesangst zittert&nbsp;…

Die Augen und der Mund von {catname} sind verschwunden!","{catname} ulula d'angoscia mentre l'orribile creatura si aggrappa al suo viso!

I gatti guardano con terrore mentre {catname} si volta verso di loro, col corpo tremante di paura...

La bocca e gli occhi di {catname} sono spariti!","{catname} uiva de angústia quando a criatura horrível se agarra ao seu rosto!

Os gatos observam horrorizados enquanto {catname} se vira para eles, tremendo de medo...

A boca e os olhos de {catname} desapareceram!",,,,"{catname} 痛苦地嚎叫着，
这个可怕的生物死死抓住了{he}的脸！

猫咪们惊恐地看着 {catname} 转向它们，
身体因恐惧而颤抖……

{catname} 的嘴巴和眼睛都消失了！"
EVENT_BALLOFCANCER_REW8_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW8_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW8_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW9,"{catname} crushes the frail mass, sending moist hunks of meat flying in all directions...
",,"{catname} aplasta la frágil masa, haciendo que vuelen pedazos de carne húmeda por todas partes...
","{catname} écrase la frêle masse, et fait voler des morceaux de viande fraîche dans toutes les directions...","{catname} zerdrückt die weiche Masse und blutige Fleischklumpen fliegen in alle Himmelsrichtungen&nbsp;…
","{catname} spappola la fragile massa, facendo volare blocchi umidi di carne in ogni direzione...","{catname} esmaga a massa frágil, lançando pedaços úmidos de carne em todas as direções...",,,,"{catname} 粉碎了那团脆弱的肉块，
把潮湿的
碎肉撞向了四面八方……"
EVENT_BALLOFCANCER_REW9_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW9_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW9_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW10,"As {catname} tears the mass of cancer apart, {he} feels a fantastic surge of energy rush through {him}!",,{catname} hace trizas la masa de cáncer ¡y siente un fantástico subidón de energía!,"Au moment où {catname} déchire la masse cancéreuse, {he} ressent une fantastique montée d'énergie parcourir son corps&nbsp;!","Als {catname} die krebsartige Masse in der Luft zerreißt, spürt {he} neue Energie durch seine Adern brausen!","Non appena {catname} squarcia la massa cancerosa, avverte una fantastica ondata di energia attraversare il suo corpo!",{catname} sente uma onda fantástica de energia percorrer seu corpo enquanto despedaça a massa cancerosa!,,,,"当 {catname} 撕碎这团癌症肉块时，
{he}感觉到一股神奇的能量激流席卷全身！
"
EVENT_BALLOFCANCER_REW10_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW10_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW10_N,"As {catname} tears the mass of cancer apart, they feel a fantastic surge of energy rush through them!",,{catname} hace trizas la masa de cáncer ¡y siente un fantástico subidón de energía!,,{catname} zerreißt die krebsartige Masse in der Luft und fühlt sich wie neu!,,,,,,"当 {catname} 撕碎这团癌症肉块时，
它感觉到一股神奇的能量激流席卷全身！
"
EVENT_BALLOFCANCER_REW11,"{catname} strikes the mass with {his} paw, but it gets stuck.

{catname} screams in pain as {his} arm is pulled further and further into the writhing mass until it is pulled completely off!",,"{catname} golpea la masa con la pata, pero se le queda atascada.

Grita de dolor mientras la pata se le hunde más y más en la retorcida masa ¡hasta que se la arranca de cuajo!","{catname} frappe la masse avec sa patte, mais elle reste coincée.

{catname} crie de douleur&nbsp;: sa patte se fait de plus en plus tirer dans la masse... qui se tortille jusqu'à l'arracher complètement&nbsp;!","{catname} schlägt mit der Pfote auf die Masse ein, doch plötzlich steckt {he} fest.

{catname} jault vor Schmerzen auf, als die Masse an {his}em Arm reißt, bis er schließlich abgetrennt wird!","{catname} colpisce la massa con la zampa che, però, rimane incastrata.

{catname} urla di dolore mentre la zampa viene risucchiata sempre più a fondo nella massa contorcente, finché non si stacca completamente!","{catname} golpeia a massa com sua pata, mas ela fica presa.

{catname} grita de dor enquanto seu braço é puxado cada vez mais para dentro da massa contorcida até ser arrancado completamente!",,,,"{catname} 用爪子拍打肉块，结果却被粘住了。

{catname} 痛得尖叫起来，
手臂被越来越多地扯进蠕动的肉块里，
直到被彻底扯掉！"
EVENT_BALLOFCANCER_REW11_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW11_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW11_N,,,,,,,,,,,
EVENT_BALLOFCANCER_REW12,"{catname} strikes at the ball of cancer. It seems to have little effect except to make it mad!

The strange mass shifts and attacks {catname} back!
",,"{catname} golpea la bola de cáncer. No parece lograr nada, aparte de hacerla enfadar.

La extraña masa se mueve ¡y contrataca!
","{catname} frappe la boule de cancer. Ce qui semble n'avoir que peu d'effet, si ce n'est la rendre furieuse&nbsp;!

L'étrange masse bouge et rend ses coups à {catname}&nbsp;!","{catname} schlägt auf die Krebsmasse ein. Es scheint nicht viel zu bringen, außer sie wütend gemacht zu haben!

Die merkwürdige Masse vibriert und schlägt zurück!
","{catname} colpisce la palla di cancro. L'attacco non sembra sortire effetti, se non quello di farla arrabbiare!

La strana massa si sposta e risponde all'attacco di {catname}!","{catname} ataca a bola de câncer. Parece ter pouco efeito, exceto deixá-la furiosa!

A estranha massa se desloca e ataca {catname} de volta!",,,,"{catname} 拍打着癌症球。除了激怒它之外，
似乎没什么效果！

这团奇异的肉块发生了移位，
并反击了 {catname}！"
EVENT_BALLOFCANCER_REW12_M,,,,,,,,,,,
EVENT_BALLOFCANCER_REW12_F,,,,,,,,,,,
EVENT_BALLOFCANCER_REW12_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_NAME,Crack in the Earth,,Fisura en el suelo,Crevasse dans le sol,Ein Spalt in der Erde,Crepa nella terra,Rachadura na Terra,,,,大地裂隙
EVENT_CRACKINTHEEARTH_QUES,{catname} discovers a large crack in the earth. Who knows how far down it leads?,,{catname} descubre una gran fisura en el suelo. ¿Hasta dónde llegará?,{catname} découvre une grande crevasse dans le sol. Qui sait jusqu'où elle mène&nbsp;?,"{catname} entdeckt einen riesigen Spalt in der Erde. Wer weiß, wie tief er nach unten führt?",{catname} scopre una grossa crepa nella terra. Chissà quanto a fondo si estende?,{catname} descobre uma grande rachadura na terra. Quem sabe até onde ela leva?,,,,"{catname} 发现了一个巨大的地缝。
谁知道它通向地下多深的地方？"
EVENT_CRACKINTHEEARTH_QUES_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_QUES_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_QUES_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW1,"{catname} looks beneath the lip of the crack and spies something poking out just within reach!
",,"{catname} se asoma al borde de la fisura y ve algo que sobresale ¡y está al alcance!
",{catname} jette un œil au-delà du rebord de la crevasse et remarque que quelque chose dépasse à portée&nbsp;!,"{catname} wirft einen Blick hinein und entdeckt etwas, das von einem Vorsprung hervorragt!
",{catname} guarda oltre i bordi della crepa e nota qualcosa che ne sbuca fuori... a portata di zampa!,"{catname} olha pela borda da fenda e vê algo à espreita, bem ao alcance de sua mão!",,,,"{catname} 向裂缝边缘下方窥视，
发现有件东西探了出来，
正好在手够得到的地方！"
EVENT_CRACKINTHEEARTH_REW1_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW1_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW1_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW2,"There is a strange membrane blocking the way down, but {catname} sees something lodged in the barrier and reaches in to pull it out!

{catname} pulls it out, but the strange surface mutates {him}!
",,"Una extraña membrana impide bajar, pero {catname} ve algo atascado en la barrera y lo saca.

¡La extraña superficie hace que su cuerpo mute!
","Une étrange membrane bloque toute descente, mais {catname} voit qu'il y a quelque chose de logé dans l'obstacle et tend la patte pour tirer dessus&nbsp;!

{catname} tire dessus, mais l'étrange surface lui inflige une mutation&nbsp;!","Eine merkwürdige Membran scheint den Weg nach unten zu versperren. {catname} sieht etwas in ihr stecken und will es herausziehen!

{catname} schafft es, aber die merkwürdige Substanz sorgt dafür, dass {he} mutiert!
","C'è una strana membrana che blocca il passaggio verso il basso, ma {catname} si accorge che c'è qualcosa incastrato nella barriera e si allunga per estrarlo!

{catname} lo tira via, ma la strana superficie muta il suo corpo!","Há uma membrana estranha bloqueando a passagem, mas {catname} vê algo preso na barreira e estende a mão para puxar!

{catname} puxa o objeto, mas a superfície estranha transforma seu corpo!",,,,"有一层奇怪的薄膜挡住了向下的路，
但 {catname} 看到有什么东西嵌在了屏障里，
便伸手把它拽了出来！

{catname} 把它拔了出来，
但那个奇异的表面却让{him}发生了突变！
"
EVENT_CRACKINTHEEARTH_REW2_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW2_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW2_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW3,"As {catname} approaches the crevice a terrifying monster rises up and attacks {him}!

{catname} is barely able to escape its grasp!
",,"Cuando {catname} se acerca a la fisura, ¡de ella sale un monstruo aterrador que ataca!

{catname} logra escapar de él a duras penas.
","Au moment où {catname} approche de la crevasse, un monstre terrifiant en sort et l'attaque&nbsp;!

{catname} arrive tout peine à lui échapper&nbsp;!","Als {catname} sich dem Spalt nähert, erscheint ein schreckliches Monster und greift {him} an!

{catname} kann ihm gerade so entkommen!
","Non appena {catname} si avvicina al crepaccio, un mostro terrificante ne emerge e attacca!

{catname} riesce a malapena a sottrarsi alla sua presa!","Quando {catname} se aproxima da fenda, um monstro terrível surge e ataca!

{catname} quase não consegue escapar de suas garras!",,,,"当 {catname} 靠近缝隙时，
一个恐怖的怪物升了起来并攻击了{him}！

{catname} 勉强逃出了它的手掌心！"
EVENT_CRACKINTHEEARTH_REW3_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW3_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW3_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW4,"Fear grips {catname} as a terrifying monster looms out of the crack and attacks {him}!

{catname} runs for {his} life!
",,"El miedo atenaza a {catname} cuando un monstruo aterrador sale de la fisura y ataca.

¡{catname} sale corriendo!
","La peur saisit {catname}&nbsp;: un monstre terrifiant se dresse en sortant de la crevasse et l'attaque&nbsp;!

{catname} prend ses pattes à son coup pour sauver sa vie&nbsp;!","Angst überkommt {catname}, als ein schreckliches Monster aus dem Spalt erscheint und {him} angreift!

{catname} rennt um {his} Leben!
","La paura afferra {catname} mentre un mostro terrificante emerge dalla crepa e parte all'attacco!

{catname} fugge per mettersi in salvo!","O medo toma conta de {catname} quando um monstro aterrorizante surge da fenda e lhe ataca!

{catname} corre para salvar a própria vida!",,,,"当一个恐怖的怪物从裂缝中浮现并攻击 {catname} 时，
恐惧笼罩了{him}！

{catname} 拼命逃跑！"
EVENT_CRACKINTHEEARTH_REW4_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW4_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW4_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW5,{catname} follows the fracture down deep into the earth...,,{catname} desciende por la fisura hacia las entrañas de la tierra...,{catname} descend profondément le long de la crevasse dans les boyaux de la terre...,{catname} folgt dem Spalt bis tief in die Erde&nbsp;…,{catname} segue la spaccatura giù nelle profondità della terra...,{catname} segue a rachadura até as profundezas da terra...,,,,{catname} 顺着地缝深入地下……
EVENT_CRACKINTHEEARTH_REW5_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW5_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW5_N,,,,,,,,,,,
